ReferenceArea,MEASURE,Measure,Age,Sex,UnitOfMeasure,TIME_PERIOD,OBS_VALUE
Israel,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2013,18.1
Israel,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2014,16.2
Israel,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2016,17.2
Israel,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2017,16.1
Israel,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2019,15.7
Slovenia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,18.9
Slovenia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,17.4
Austria,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2014,15.6
Austria,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2019,15.4
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,14.2
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2011,14.3
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2012,13.8
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2013,11.4
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,12.6
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2015,10.9
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2016,10.2
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2017,9.4
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2018,8.6
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,8.2
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,7.3
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2021,7.2
Iceland,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2022,6.2
New Zealand,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2010,12.6
New Zealand,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2011,11.5
New Zealand,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2012,11.2
New Zealand,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2013,11.2
New Zealand,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2014,10.9
New Zealand,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2015,10.6
New Zealand,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2016,10.2
New Zealand,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2017,10.3
New Zealand,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2018,10
New Zealand,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2019,10
New Zealand,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2020,9.4
New Zealand,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2021,9.9
New Zealand,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2022,9.6
Slovak Republic,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,22.9
Slovak Republic,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,21
Spain,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2011,20.9
Spain,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2014,15.5
Spain,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2017,15.1
Spain,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2020,12
Czechia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2010,18.7
Czechia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2011,22.8
Czechia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2012,29.2
Czechia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2013,22.3
Czechia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2014,27.9
Czechia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2015,22.3
Czechia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2016,19.8
Czechia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2017,20.8
Czechia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2018,19.2
Czechia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2019,10.4
Czechia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2020,9.9
Czechia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2021,10.2
Croatia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2014,17.6
Croatia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2019,14.3
Slovak Republic,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2014,15.8
Slovak Republic,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2019,15.4
Colombia,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2013,7.4
Türkiye,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2010,1211
Türkiye,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2011,1113.2
Türkiye,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2012,1173.7
Türkiye,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2013,1041.7
Türkiye,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2014,1021
Türkiye,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2015,1076.5
Türkiye,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2016,1077.8
Türkiye,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2017,1073.7
Türkiye,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2018,1178.2
Türkiye,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2019,1179.5
Türkiye,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2020,1182.4
Türkiye,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2021,1252
Israel,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,18.5
Israel,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2013,16.2
Israel,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,17.1
Israel,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2016,19.6
Israel,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2017,16.9
Israel,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,16.4
Canada,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2010,15.1
Canada,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2011,14.9
Canada,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2012,14.8
Canada,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2013,14.7
Canada,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2014,14.8
Canada,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2015,14.6
Canada,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2016,14.7
Canada,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2017,14.4
Canada,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2018,14.2
Canada,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2019,14.5
Canada,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2020,14.1
Canada,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2021,13.9
Mexico,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2011,6.6
Mexico,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2012,6.3
Mexico,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2015,7.7
Mexico,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2016,7.4
Mexico,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2018,7.1
Australia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2010,13.2
Australia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2013,12.1
Australia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2016,9.8
Australia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2019,8.5
Slovak Republic,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2014,14.2
Slovak Republic,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2019,13.3
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2010,16.5
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2011,18.8
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2012,19.6
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2013,17.4
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2014,18.5
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2015,14.8
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2016,15.6
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2017,14.5
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2018,17.9
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2019,15.2
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2020,12.2
Czechia,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2021,13.3
Germany,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2010,1694
Germany,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2011,1785
Germany,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2012,1692
Germany,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2013,1634
Germany,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2014,1625
Germany,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2015,1613
Germany,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2016,1524
Germany,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2017,1523
Germany,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2018,1507
Germany,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2019,1503
Germany,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2020,1556
Germany,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2021,1543
Iceland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2010,10.2
Iceland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2011,9.9
Iceland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2012,13.4
