ReferenceArea,MEASURE,Measure,Age,Sex,UnitOfMeasure,TIME_PERIOD,OBS_VALUE
Russia,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2018,13.7
Russia,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2019,13.3
Korea,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2010,5.2
Korea,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2011,5.1
Korea,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2012,5.8
Korea,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2013,4.3
Korea,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2014,4
Korea,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2015,3.4
Korea,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2016,4.1
Korea,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2017,3.5
Korea,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2018,4.5
Korea,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2019,4.4
Korea,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2020,3.9
Korea,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2021,4.5
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2010,20.9
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2011,21
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2012,22.2
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2013,21.6
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2014,20.4
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2015,19.1
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2016,17.7
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2017,18.7
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2018,17
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2019,17.9
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2020,15.3
United Kingdom,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2021,13.7
Croatia,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2014,20.8
Croatia,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2019,19.5
Hungary,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2014,32.9
Hungary,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2019,28.3
Germany,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2013,25.1
Germany,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2017,22.3
Germany,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2021,17.5
United States,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2010,16.7
United States,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2011,16.4
United States,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2012,15.9
United States,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2013,15.6
United States,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2014,14
United States,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2015,12.2
United States,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2016,13.2
United States,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2017,11.5
United States,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2018,11.5
United States,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2019,11.7
United States,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2020,10.3
United States,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2021,9.7
Italy,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2010,21.5
Italy,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2011,21.4
Italy,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2012,20.7
Italy,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2013,20.3
Italy,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,18.4
Italy,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2015,18.4
Italy,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2016,18.4
Italy,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2017,17.9
Italy,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2018,19.7
Italy,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,17
Italy,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2020,17.3
Italy,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2021,17.1
Lithuania,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2014,8.5
Lithuania,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2019,6.8
Greece,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2014,33.8
Greece,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2019,31.3
Peru,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2010,27
Peru,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2015,18.9
Peru,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2018,15.4
Peru,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2019,14.5
Peru,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2020,13.5
Estonia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2010,19.9
Estonia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2012,16.7
Estonia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2014,11.8
Estonia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2016,16.1
Estonia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2018,12
Estonia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2020,10.7
Estonia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2022,12.2
United States,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2010,15.6
United States,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2011,14.4
United States,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2012,14.6
United States,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2013,14.9
United States,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2014,11.4
United States,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2015,8.2
United States,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2016,9.9
United States,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2017,6.9
United States,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2018,4.3
United States,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2019,5
United States,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2020,5.7
United States,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2021,3.4
Türkiye,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2010,39
Türkiye,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2012,37.3
Türkiye,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2014,41.8
Türkiye,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2016,40.1
Türkiye,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2019,41.3
Greece,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2014,23.7
Greece,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2019,20.7
United States,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,15.1
United States,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2011,14.8
United States,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2012,14.2
United States,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2013,13.7
United States,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,12.9
United States,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2015,11.4
United States,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2016,11.8
United States,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2017,10.5
